-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
0.367225 89.0862 1138
0.369417 89.1563 831
0.379285 89.818 984
0.389918 89.9432 1195
0.402366 89.0553 2038
0.410626 89.694 2513
0.42704 89.873 2530
0.43907 89.3443 1624
0.439154 89.3995 1475
0.452006 89.1954 1301
0.464925 89.076 1732
-1 -1 -1
0.482421 89.1433 1878
-1 -1 -1
0.503267 89.2933 1667
-1 -1 -1
0.524333 89.2798 1573
0.538861 89.0501 379
0.541731 89.075 1739
-1 -1 -1
0.560715 89.3071 277
0.578375 89.1397 1073
0.581569 89.0734 655
0.598393 89.0375 507
0.601103 89.1399 617
0.618676 89.3273 1312
0.620744 89.039 431
0.636787 89.0593 907
-1 -1 -1
0.653141 89.6861 1043
0.668607 89.2114 1246
0.669457 89.9387 890
0.68819 89.7538 1145
0.688657 89.3575 830
0.70494 89.2518 194
-1 -1 -1
0.719714 89.4454 142
0.738066 89.1303 927
0.739111 89.7741 126
0.754383 89.677 842
-1 -1 -1
0.772117 89.5781 694
0.785453 89.4806 627
-1 -1 -1
0.800143 89.6645 544
0.814137 89.5732 562
-1 -1 -1
0.831014 89.2445 405
0.843112 89.4209 479
0.85746 89.7157 263
0.858428 89.0548 286
0.870831 89.0749 132
0.882354 89.3049 154
0.897697 89.0256 226
0.899837 89.3248 113
0.913572 89.8161 102
0.924653 89.4174 255
0.937804 89.1227 118
0.940856 89.0548 241
0.952072 89.1105 451
0.966385 89.7092 141
0.975105 89.8661 432
0.979561 89.7767 212
0.992694 89.9315 161
1.00465 89.2026 221
1.01474 89.0559 341
1.01843 89.525 273
1.03331 89.0403 147
1.0441 89.5449 363
1.0503 89.5437 90
1.06533 89.733 83
1.07727 89.3454 317
1.08337 89.8425 99
1.09399 89.7652 386
1.10028 89.47 77
1.1173 89.5189 86
1.1192 89.2301 122
1.13581 89.1436 272
1.13793 89.4056 75
1.15364 89.0712 108
1.16273 89.4627 281
1.17417 89.3483 282
1.18151 89.2572 245
1.19397 89.5643 78
1.20013 89.9719 217
1.21208 89.0445 81
-1 -1 -1
1.23313 89.1284 77
1.24734 89.4658 120
1.24936 89.3562 127
1.26164 89.868 111
1.27567 89.2944 197
1.28478 89.9287 77
-1 -1 -1
1.30191 89.4523 69
1.31446 89.822 158
1.31954 89.3542 120
1.33333 89.9635 143
1.34083 89.5158 75
1.35689 89.1784 178
1.35769 89.5579 120
1.36797 89.4388 139
1.37784 89.1777 120
1.38732 89.5927 97
1.39816 89.9753 154
1.41139 89.0138 115
-1 -1 -1
1.42878 89.1578 109
1.43874 89.2209 49
1.44899 89.8493 130
1.45847 89.7584 121
1.47678 89.5952 42
1.48661 89.2441 125
1.49432 89.2442 71
-1 -1 -1
1.51018 89.7574 114
1.52605 89.8388 40
1.52743 89.2162 56
1.54346 89.9592 63
1.55577 89.9351 65
1.5634 89.6505 78
1.56922 89.028 59
1.58358 89.9897 81
1.59468 89.9423 78
1.60381 89.0627 87
1.60917 89.2269 65
1.61726 89.2631 86
1.63064 89.5994 113
1.63773 89.3409 66
1.64703 89.9154 77
1.66281 89.7105 101
1.66877 89.7249 64
1.67681 89.6974 55
1.69381 89.9033 78
1.70224 89.6629 67
1.71242 89.4326 75
1.72271 89.028 69
1.73411 89.1332 47
1.74538 89.9152 96
1.74662 89.9797 95
1.75905 89.3502 32
1.76709 89.2816 107
1.78064 89.2748 100
1.79524 89.2526 110
1.79779 89.7345 77
1.809 89.2468 97
1.82271 89.0497 104
1.83589 89.8039 90
1.83679 89.1181 85
1.84951 89.9747 96
1.86332 89.4611 85
1.87417 89.2077 85
1.8854 89.9984 85
1.89595 89.3902 80
1.89858 89.4011 92
1.91559 89.4733 76
1.91669 89.7629 76
1.93063 89.9269 49
1.94552 89.4772 71
1.94643 89.6787 84
1.96051 89.9164 72
1.97588 89.0121 69
1.97736 89.9548 79
1.99217 89.3057 74
-1 -1 -1
2.00795 89.6754 55
2.02179 89.2026 37
2.03409 89.8581 91
-1 -1 -1
2.04824 89.6156 101
2.06454 89.9748 35
2.06604 89.1406 105
2.07619 89.5443 98
2.09235 89.2766 46
2.09828 89.2664 104
2.11228 89.9905 55
2.12302 89.8996 75
2.13102 89.3206 97
2.13829 89.3443 50
2.15029 89.9982 36
2.15621 89.9528 48
2.16626 89.1189 123
2.17716 89.7052 38
2.1883 89.3416 42
2.20504 89.7571 135
2.2103 89.8393 35
2.21658 89.1294 93
2.22925 89.7081 95
2.23714 89.6312 47
2.25117 89.403 63
2.25911 89.4137 64
2.27011 89.8874 60
2.28011 89.8319 61
2.29523 89.0902 106
2.29624 89.1837 122
2.3152 89.3172 106
2.31803 89.5536 65
2.33482 89.6641 27
2.3354 89.2517 27
2.34943 89.0771 22
2.35989 89.4007 39
2.37209 89.8652 32
2.37745 89.8942 24
2.38755 89.8017 39
2.39887 89.1937 36
2.41186 89.1372 35
2.42005 89.0649 66
2.43502 89.5872 19
2.44133 89.8483 103
2.44608 89.7644 67
2.45974 89.0452 39
2.47112 89.1016 56
2.4776 89.7907 31
2.49459 89.7202 63
2.49946 89.0741 72
2.51187 89.0808 83
2.5245 89.6948 58
2.53447 89.533 72
2.54066 89.0894 70
2.55252 89.731 20
2.55729 89.1406 113
2.56987 89.6203 110
2.58359 89.7522 39
2.59454 89.3215 131
2.60425 89.8405 106
2.61373 89.1793 88
2.62227 89.6868 110
2.63079 89.8903 84
