-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
0.614856 89.0429 84
-1 -1 -1
0.634953 89.0682 227
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
0.702024 89.571 114
-1 -1 -1
-1 -1 -1
-1 -1 -1
0.739366 89.5372 69
0.756341 89.2996 136
-1 -1 -1
0.773111 89.4622 68
-1 -1 -1
-1 -1 -1
0.80164 89.1334 116
0.817455 89.8946 148
0.818511 89.2164 140
0.828378 89.1619 94
-1 -1 -1
0.856407 89.7085 37
-1 -1 -1
0.869663 89.6221 133
-1 -1 -1
0.896764 89.8567 69
0.898336 89.0268 135
-1 -1 -1
0.924697 89.1434 378
0.933022 89.2294 53
-1 -1 -1
-1 -1 -1
0.963143 89.8825 124
-1 -1 -1
-1 -1 -1
0.997586 89.24 139
-1 -1 -1
-1 -1 -1
1.02572 89.9686 166
-1 -1 -1
-1 -1 -1
1.05406 89.3413 212
-1 -1 -1
-1 -1 -1
1.08212 89.7453 172
-1 -1 -1
-1 -1 -1
1.10942 89.1645 131
-1 -1 -1
-1 -1 -1
1.13939 89.2156 128
-1 -1 -1
1.16316 89.7358 71
-1 -1 -1
-1 -1 -1
-1 -1 -1
1.20017 89.4884 124
-1 -1 -1
-1 -1 -1
-1 -1 -1
1.24653 89.1803 177
-1 -1 -1
1.26553 89.5715 208
1.27249 89.3328 53
1.28599 89.1206 124
1.28783 89.4626 193
1.30653 89.7389 41
-1 -1 -1
1.32701 89.825 87
1.33632 89.5179 173
1.34224 89.6622 65
-1 -1 -1
1.35998 89.7104 58
1.37423 89.5694 34
-1 -1 -1
1.38968 89.4914 78
-1 -1 -1
-1 -1 -1
1.42022 89.2329 85
1.43571 89.5042 61
-1 -1 -1
1.45368 89.7314 49
1.46327 89.5903 75
1.47557 89.1755 72
-1 -1 -1
1.49241 89.3903 90
1.49909 89.6302 109
1.514 89.7936 41
1.51861 89.4159 57
1.53197 89.5391 117
1.54672 89.7518 73
-1 -1 -1
1.55708 89.0291 224
1.57413 89.1771 70
-1 -1 -1
-1 -1 -1
1.60138 89.1373 63
1.61301 89.5209 115
-1 -1 -1
-1 -1 -1
1.64405 89.8478 110
-1 -1 -1
-1 -1 -1
1.67237 89.905 149
-1 -1 -1
1.68858 89.8778 90
-1 -1 -1
1.70939 89.8165 99
1.72045 89.7998 143
1.73607 89.3638 148
-1 -1 -1
1.74994 89.6954 160
1.76573 89.151 117
1.76784 89.7745 171
1.78468 89.4735 149
1.7922 89.6871 100
1.79761 89.7046 143
1.81159 89.7204 160
1.82536 89.6212 142
1.83138 89.0772 112
1.84197 89.8448 132
1.85453 89.9077 96
1.85705 89.2939 121
1.87056 89.4929 158
1.88553 89.2775 59
1.8904 89.929 146
1.90327 89.226 145
-1 -1 -1
-1 -1 -1
1.92834 89.7283 120
1.93998 89.1226 146
1.95477 89.5881 99
1.96064 89.358 114
1.96953 89.433 52
1.98588 89.5104 44
1.98647 89.0599 62
1.99983 89.7117 109
-1 -1 -1
-1 -1 -1
2.02932 89.136 101
2.04364 89.8829 41
2.05498 89.3067 108
-1 -1 -1
-1 -1 -1
2.08563 89.2826 115
2.08834 89.3831 98
-1 -1 -1
2.11222 89.314 117
-1 -1 -1
2.13294 89.9119 105
-1 -1 -1
2.14706 89.8874 43
2.16084 89.9886 61
-1 -1 -1
2.17597 89.8249 95
-1 -1 -1
2.20112 89.0513 63
2.21425 89.3938 111
2.2157 89.4278 97
2.22557 89.1788 108
2.23578 89.1432 52
-1 -1 -1
2.26385 89.5937 65
2.27247 89.758 87
2.28274 89.2839 92
2.29479 89.751 97
-1 -1 -1
2.31495 89.4432 91
2.32465 89.1556 82
-1 -1 -1
2.33904 89.0257 91
2.35516 89.9224 90
2.35641 89.0387 135
2.37463 89.4026 71
2.3765 89.0746 78
2.39075 89.9248 113
-1 -1 -1
2.40904 89.2495 117
2.42488 89.5084 54
2.4344 89.8924 126
2.43958 89.7608 75
2.45494 89.1953 60
2.45686 89.2888 79
2.47257 89.5739 108
2.47963 89.1394 60
2.49101 89.2662 60
2.49766 89.4548 81
2.51365 89.541 58
2.51536 89.1646 68
2.52976 89.8873 91
-1 -1 -1
2.55144 89.3343 83
-1 -1 -1
2.56931 89.8413 70
-1 -1 -1
2.58881 89.4144 55
-1 -1 -1
-1 -1 -1
-1 -1 -1
2.62484 89.7195 73
-1 -1 -1
2.64634 89.2447 66
-1 -1 -1
-1 -1 -1
2.68209 89.1265 68
-1 -1 -1
2.70201 89.4497 74
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
2.77706 89.2585 31
-1 -1 -1
2.79652 89.3043 68
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
-1 -1 -1
2.90382 89.5157 55
2.90493 89.737 63
-1 -1 -1
